SampleID	Site	Keep	Original_Sample_Name	Owner	Sample_date_Month_Year	Description	Detailed_Description	Country_class	LandUse	Original_Region	Island	Region	SoilOrder	Soil_Subgroup	Lat	Long	Rainfall	Rainfall_unit	pH	pH_details	Resin_P	Resin_P_Units	Olsen_P	Olsen_P_Units	K	K_Units	Ca	Ca_Units	Mg	Mg_Units	Na	Na_Units	CEC	CEC_Units	Total_Base_Saturation	TBS_Units	Sulfate	Sulfate_Unit	Soil_water_content	Soil_water_content_Units	NO3_N	NO3_unit	NO4_N 	NO4_unit	Total_nitrogen 	Total_nitrogen_Unit	Total_carbon 	Total_carbon_unit	Olsen_P	Olsen_P_Unit	DEA 	DEA_Units	DR 	DR_Units	N2O 	N2O_Units	N2 	N2_Unit	N2O_slash_N2OplusN2	Soluble_C 	Soluble_C_Unit	MBC 	MBC_Unit	N2O_N20_N2_50	N2O_NO_N20_N2_50	Max_N2O_N2O_N2	Max_N2O_NO_N2O_N2	Max_N2O	Max_NO	16S_quantity	NozI 	NirS	NifH	NirK	NosZII	NozI_percent	NirS_percent	NirK_percent	NosZII_percent	NifH_percent	NehaCode	NirK_Phylotype_Number	NirS_Phylotype_Number	NirK_Plus_NirS	NosZ_Phylotype_Number	diversity_nirK_1	eveness_nirK_1	diversity_nirS_1	Evenness_nirS_1	diversity_nosZ_1	eveness_nosZ_1	rpoB_gene_copies 	rpoB_Gene_Copies_Unit	nirK_gene_copies 	nirK_Gene_Copies_Unit 	nirS_Gene_Copies 	nirS_Gene_Copies_Unit	nirS_Plus_K_gene_copies	nirS_Plus_K_gene_copies_Unit	Nosz_Gene_Copies 	Nosz_Gene_Copies_Unit	Anion_Storage_Capacity	Anion_Storage_Capacity_Unit	Extractable_Organic_Sulphur	Extractable_Organic_Sulphur_Unit	Anaerobically_Mineralisable_N	Anaerobically_Mineralisable_N_Unit	AMN_Over_TN	AMN_Over_TN_Unit	Total_Sulphur	Total_Sulphur_unit
Gift7.B	Gift	Yes	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.5	in water	128	mg/kg	40	mg/L	0.66	me/100g	12.4	me/100g	3.29	me/100g	0.22	me/100g	21	me/100g	77	%	6	mg/kg																																																																									
Gift7.C	Gift	No	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.4	in water	112	mg/kg	41	mg/L	0.67	me/100g	12.5	me/100g	3.13	me/100g	0.2	me/100g	21	me/100g	79	%	4	mg/kg																																																																									
Gift8.A	Gift	No	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.2	in water	114	mg/kg	42	mg/L	1.09	me/100g	12.8	me/100g	2.84	me/100g	0.18	me/100g	23	me/100g	74	%	8	mg/kg																																																																									
Gift8.B	Gift	Yes	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.4	in water	131	mg/kg	43	mg/L	0.78	me/100g	12.5	me/100g	3.07	me/100g	0.19	me/100g	22	me/100g	75	%	29	mg/kg																																																																									
Gift8.C	Gift	No	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.2	in water	126	mg/kg	51	mg/L	0.62	me/100g	12.9	me/100g	3.22	me/100g	0.2	me/100g	22	me/100g	78	%	27	mg/kg																																																																									
Gift9.A	Gift	No	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.2	in water	114	mg/kg	42	mg/L	1.09	me/100g	12.8	me/100g	2.84	me/100g	0.18	me/100g	23	me/100g	74	%	8	mg/kg																																																																									
Gift9.B	Gift	Yes	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.4	in water	99	mg/kg	36	mg/L	0.54	me/100g	12	me/100g	3.09	me/100g	0.22	me/100g	21	me/100g	75	%	9	mg/kg																																																																									
Gift9.C	Gift	No	Gift	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.658333	172.157778	2.01993865		6.4	in water	110	mg/kg	41	mg/L	0.7	me/100g	13.4	me/100g	3.35	me/100g	0.24	me/100g	23	me/100g	76	%	4	mg/kg																																																																									
Ground1.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground1.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	65	mg/kg	29	mg/L	0.43	me/100g	6.7	me/100g	1.65	me/100g	0.18	me/100g	17	me/100g	53	%	5	mg/kg																																																																									
Ground1.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	73	mg/kg	36	mg/L	0.38	me/100g	7.2	me/100g	1.84	me/100g	0.17	me/100g	17	me/100g	55	%	5	mg/kg																																																																									
Ground10.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground10.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	65	mg/kg	29	mg/L	0.43	me/100g	6.7	me/100g	1.65	me/100g	0.18	me/100g	17	me/100g	53	%	5	mg/kg																																																																									
Ground10.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	73	mg/kg	36	mg/L	0.38	me/100g	7.2	me/100g	1.84	me/100g	0.17	me/100g	17	me/100g	55	%	5	mg/kg																																																																									
Ground11.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground11.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	62	mg/kg	33	mg/L	0.27	me/100g	5.8	me/100g	1.3	me/100g	0.15	me/100g	15	me/100g	51	%	7	mg/kg																																																																									
Ground11.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	86	mg/kg	44	mg/L	0.26	me/100g	8	me/100g	1.96	me/100g	0.15	me/100g	18	me/100g	57	%	7	mg/kg																																																																									
Ground12.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground12.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	87	mg/kg	39	mg/L	0.39	me/100g	6.9	me/100g	1.73	me/100g	0.16	me/100g	17	me/100g	55	%	27	mg/kg																																																																									
Ground12.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	84	mg/kg	40	mg/L	0.23	me/100g	7.8	me/100g	1.36	me/100g	0.1	me/100g	15	me/100g	63	%	29	mg/kg																																																																									
Ground2.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground2.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	87	mg/kg	39	mg/L	0.39	me/100g	6.9	me/100g	1.73	me/100g	0.16	me/100g	17	me/100g	55	%	27	mg/kg																																																																									
Ground2.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	84	mg/kg	40	mg/L	0.23	me/100g	7.8	me/100g	1.36	me/100g	0.1	me/100g	15	me/100g	63	%	29	mg/kg																																																																									
Ground3.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground3.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	62	mg/kg	33	mg/L	0.27	me/100g	5.8	me/100g	1.3	me/100g	0.15	me/100g	15	me/100g	51	%	7	mg/kg																																																																									
Ground3.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	86	mg/kg	44	mg/L	0.26	me/100g	8	me/100g	1.96	me/100g	0.15	me/100g	18	me/100g	57	%	7	mg/kg																																																																									
Ground4.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground4.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	87	mg/kg	39	mg/L	0.39	me/100g	6.9	me/100g	1.73	me/100g	0.16	me/100g	17	me/100g	55	%	27	mg/kg																																																																									
Ground4.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	84	mg/kg	40	mg/L	0.23	me/100g	7.8	me/100g	1.36	me/100g	0.1	me/100g	15	me/100g	63	%	29	mg/kg																																																																									
Ground5.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground5.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	65	mg/kg	29	mg/L	0.43	me/100g	6.7	me/100g	1.65	me/100g	0.18	me/100g	17	me/100g	53	%	5	mg/kg																																																																									
Ground5.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	73	mg/kg	36	mg/L	0.38	me/100g	7.2	me/100g	1.84	me/100g	0.17	me/100g	17	me/100g	55	%	5	mg/kg																																																																									
Ground6.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground6.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	62	mg/kg	33	mg/L	0.27	me/100g	5.8	me/100g	1.3	me/100g	0.15	me/100g	15	me/100g	51	%	7	mg/kg																																																																									
Ground6.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	86	mg/kg	44	mg/L	0.26	me/100g	8	me/100g	1.96	me/100g	0.15	me/100g	18	me/100g	57	%	7	mg/kg																																																																									
Ground7.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground7.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	62	mg/kg	33	mg/L	0.27	me/100g	5.8	me/100g	1.3	me/100g	0.15	me/100g	15	me/100g	51	%	7	mg/kg																																																																									
Ground7.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	86	mg/kg	44	mg/L	0.26	me/100g	8	me/100g	1.96	me/100g	0.15	me/100g	18	me/100g	57	%	7	mg/kg																																																																									
Ground8.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground8.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	87	mg/kg	39	mg/L	0.39	me/100g	6.9	me/100g	1.73	me/100g	0.16	me/100g	17	me/100g	55	%	27	mg/kg																																																																									
Ground8.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.8	in water	84	mg/kg	40	mg/L	0.23	me/100g	7.8	me/100g	1.36	me/100g	0.1	me/100g	15	me/100g	63	%	29	mg/kg																																																																									
Ground9.A	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	62	mg/kg	30	mg/L	0.48	me/100g	7.3	me/100g	1.7	me/100g	0.17	me/100g	18	me/100g	53	%	5	mg/kg																																																																									
Ground9.B	Ground	Yes	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.6	in water	65	mg/kg	29	mg/L	0.43	me/100g	6.7	me/100g	1.65	me/100g	0.18	me/100g	17	me/100g	53	%	5	mg/kg																																																																									
Ground9.C	Ground	No	Groundwater Holdings	Rachel	Nov-14			Low Country	Dairy	North Canterbury	South Island	Canterbury	Gley	Typic Orthic Gley	-43.665833	172.264444	2.01993865		5.5	in water	73	mg/kg	36	mg/L	0.38	me/100g	7.2	me/100g	1.84	me/100g	0.17	me/100g	17	me/100g	55	%	5	mg/kg																																																																									
HR1		Yes	Horotiu-1	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy	Waikato	North Island	Waikato	Podzol	Humose Orthic Podzol	-37.775222	175.306464	3.0569863		5.75	in water																			58.44		11.22	mg kg-1 soil	14.66	mg kg-1 soil	6.35	g kg-1 soil	61.51	g kg-1 soil	61.3	mg kg-1 soil	1141.11	 N2O-N kg-1 soil hr-1	27.64	g N2O-N kg-1 soil hr-1	12.38	g N2O-N kg-1 soil hr-1	15.26	g N kg-1 soil hr-1	0.45	0.2	mg g-1soil	0.49	mg g-1soil																		HR-1	4	32	36	15	0.583	0.28	3.059	0.868	2.465	0.797	1.71E+09	g-1 soil	4.70E+08	g-1 soil	2.19E+08	g-1 soil	6.90E+08	g-1 soil	5.59E+06	g-1 soil										
HR2		Yes	Horotiu-2	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy	Waikato	North Island	Waikato	Podzol	Humose Orthic Podzol	-37.775222	175.306464	3.0569863		5.74	in water																			54.77		10.6	mg kg-1 soil	16.03	mg kg-1 soil	6.53	g kg-1 soil	63.4	g kg-1 soil	53.59	mg kg-1 soil	1046.08	 N2O-N kg-1 soil hr-2	16.81	g N2O-N kg-1 soil hr-2	14.09	g N2O-N kg-1 soil hr-2	2.72	g N kg-1 soil hr-2	0.84	0.19	mg g-1soil	0.54	mg g-1soil																		HR-2	2	22	24	15	0.624	0.245	3.01	0.862	2.53	0.785	1.32E+09	g-1 soil	4.56E+08	g-1 soil	3.87E+08	g-1 soil	8.43E+08	g-1 soil	1.47E+07	g-1 soil										
HR3		Yes	Horotiu-3	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy	Waikato	North Island	Waikato	Podzol	Humose Orthic Podzol	-37.775222	175.306464	3.0569863		5.9	in water																			57.54		7.93	mg kg-1 soil	13.09	mg kg-1 soil	6.38	g kg-1 soil	61.23	g kg-1 soil	55.63	mg kg-1 soil	1044.17	 N2O-N kg-1 soil hr-3	15.64	g N2O-N kg-1 soil hr-3	5.89	g N2O-N kg-1 soil hr-3	9.75	g N kg-1 soil hr-3	0.38	0.18	mg g-1soil	0.56	mg g-1soil																		HR-3	2	15	17	14	0.632	0.285	3.04	0.864	2.38	0.777	1.20E+09	g-1 soil	3.85E+08	g-1 soil	3.19E+08	g-1 soil	7.05E+08	g-1 soil	5.63E+06	g-1 soil										
HR4		Yes	Horotiu-4	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy	Waikato	North Island	Waikato	Podzol	Humose Orthic Podzol	-37.775222	175.306464	3.0569863		5.83	in water																			50.78		7.68	mg kg-1 soil	8.78	mg kg-1 soil	6.34	g kg-1 soil	65.31	g kg-1 soil	46.15	mg kg-1 soil	1058.98	 N2O-N kg-1 soil hr-4	14.19	g N2O-N kg-1 soil hr-4	10.03	g N2O-N kg-1 soil hr-4	4.16	g N kg-1 soil hr-4	0.71	0.2	mg g-1soil	0.56	mg g-1soil																														 																		
HR5		Yes	Horotiu-5	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy	Waikato	North Island	Waikato	Podzol	Humose Orthic Podzol	-37.775222	175.306464	3.0569863		5.78	in water																			51.28		7.76	mg kg-1 soil	12.31	mg kg-1 soil	6.97	g kg-1 soil	64.42	g kg-1 soil	49.65	mg kg-1 soil	243.17	 N2O-N kg-1 soil hr-5	25.29	g N2O-N kg-1 soil hr-5	18.94	g N2O-N kg-1 soil hr-5	6.36	g N kg-1 soil hr-5	0.75	0.22	mg g-1soil	0.5	mg g-1soil																																																
HR6		Yes	Horotiu-6	Sergio	Aug-10	Waikato	AgResearch Ruakura Waikato 		Dairy	Waikato	North Island	Waikato	Podzol	Humose Orthic Podzol	-37.775222	175.306464	3.0569863		5.8	in water																			52.85		17.69	mg kg-1 soil	11.71	mg kg-1 soil	6.42	g kg-1 soil	60.71	g kg-1 soil	51.91	mg kg-1 soil	1011.3	 N2O-N kg-1 soil hr-6	4.97	g N2O-N kg-1 soil hr-6	1.27	g N2O-N kg-1 soil hr-6	3.7	g N kg-1 soil hr-6	0.26	0.18	mg g-1soil	0.61	mg g-1soil																																																
JK1.A	JK	No	Jeff Keen	Rachel	Nov-14			High Country	High Country	Southland	South Island	Southland	Brown	Typic Acid Brown	-45.747778	168.586667	2.59664804		5.1	in water	28	mg/kg	6	mg/L	0.68	me/100g	3.8	me/100g	1.67	me/100g	0.13	me/100g	28	me/100g	22	%	4	mg/kg																																																																									
JK1.B	JK	Yes	Jeff Keen	Rachel	Nov-14			High Country	High Country	Southland	South Island	Southland	Brown	Typic Acid Brown	-45.747778	168.586667	2.59664804		5.1	in water	38	mg/kg	15	mg/L	0.81	me/100g	8.9	me/100g	2.62	me/100g	0.11	me/100g	31	me/100g	40	%	6	mg/kg																																																																									
JK1.C	JK	No	Jeff Keen	Rachel	Nov-14			High Country	High Country	Southland	South Island	Southland	Brown	Typic Acid Brown	-45.747778	168.586667	2.59664804		5	in water	29	mg/kg	9	mg/L	0.55	me/100g	3.6	me/100g	1.41	me/100g	0.11	me/100g	26	me/100g	22	%	8	mg/kg																																																																									
